symbol,code,name,current,percent,change,high,low,high52w,low52w,marketcapital,amount,pettm,volume
SZ002907,002907,华森制药,24.32,3.05,0.72,25.86,23.89,47.85,5.91,9.7294592E9,8.688815546E7,75.91,3528518
SH600512,600512,腾达建设,2.38,3.03,0.07,2.45,2.3,5.09,2.1,3.80538874016E9,5.208886E7,,21952174
SZ002672,002672,东江环保,11.59,3.02,0.34,11.68,11.26,17.53,11.25,1.028149018218E10,9.495509481E7,19.8,8260054
SH601011,601011,宝泰隆,5.79,3.02,0.17,6.0,5.65,14.12,5.2,9.32856195663E9,1.2676353E8,36.59,21684600
SH600808,600808,马钢股份,4.09,3.02,0.12,4.1,4.0,5.18,3.15,3.149578605074E10,2.81655647E8,5.33,69497841
SH600547,600547,山东黄金,23.46,2.99,0.68,23.84,22.51,34.08,21.04,4.356800725914E10,5.58052115E8,38.5,23968847
SH600581,600581,八一钢铁,4.89,2.95,0.14,4.93,4.75,8.72,4.18,7.4958705843E9,2.43262373E8,7.63,49979410
SZ002262,002262,恩华药业,17.48,2.94,0.5,17.63,16.8,21.53,12.11,1.782987462828E10,9.255116014E7,39.86,5333445
SZ000610,000610,西安旅游,6.66,2.94,0.19,6.72,6.42,14.1,5.4,1.576741014E9,6.125185266E7,,9301323
SH601928,601928,凤凰传媒,6.31,2.94,0.18,6.33,6.12,9.62,5.61,1.6058319E10,5.7716126E7,13.83,9242912
SZ300345,300345,红宇新材,4.57,2.93,0.13,4.63,4.45,9.53,4.24,2.01672035731E9,6.898627398E7,,15187160
SZ300069,300069,金利华电,10.57,2.92,0.3,10.66,10.26,40.6,9.9,1.23669E9,2.633931883E7,,2520252
SZ300498,300498,温氏股份,21.59,2.91,0.61,21.68,20.89,27.58,19.23,1.1472578459293E11,3.0505734051E8,19.58,14214570
SH600782,600782,新钢股份,6.37,2.91,0.18,6.5,6.27,8.77,4.93,2.031216357352E10,2.08574002E8,4.32,32640797
SZ002109,002109,兴化股份,4.26,2.9,0.12,4.26,4.08,6.55,3.5,4.48554480114E9,6.570115394E7,19.38,15712056
SZ002102,002102,冠福股份,2.85,2.89,0.08,2.92,2.71,5.33,2.71,7.5064334265E9,1.4344918902E8,14.09,51137480
SZ300633,300633,开立医疗,29.5,2.86,0.82,29.99,28.78,47.43,20.45,1.1800295E10,4.681647568E7,50.36,1582503
SZ000971,000971,高升控股,4.67,2.86,0.13,4.75,4.48,8.85,3.41,4.77103701912E9,1.509850988E8,46.75,32678438
SZ002233,002233,塔牌集团,12.62,2.85,0.35,12.74,12.39,14.49,9.6,1.504651070192E10,1.4770311031E8,11.83,11719177
SH603612,603612,索通发展,15.16,2.85,0.42,15.95,14.4,55.86,14.19,5.1580241496E9,7.5505221E7,10.81,4968809
SH603345,603345,安井食品,35.43,2.84,0.98,36.2,34.5,44.99,21.72,7.6542972E9,6.0698334E7,31.74,1705925
SH600821,600821,津劝业,5.07,2.84,0.14,5.14,4.93,9.42,3.87,2.11047990075E9,2.9900081E7,159.5,5933600
SZ300275,300275,梅安森,8.36,2.83,0.23,8.94,8.09,20.08,7.78,1.37334736E9,4.03539725E7,75.73,4742827
SH603808,603808,歌力思,17.07,2.83,0.47,17.15,16.66,26.24,16.23,5.75264059548E9,1.7479519E7,16.84,1032528
SZ002076,002076,雪莱特,3.28,2.82,0.09,3.28,3.21,8.49,3.15,2.55152035088E9,3.268016953E7,103.35,10064788
SZ000955,000955,欣龙控股,4.74,2.82,0.13,4.92,4.61,7.98,3.61,2.5519923E9,1.3845448439E8,47.02,29106293
SH600809,600809,山西汾酒,45.83,2.8,1.25,46.0,44.7,67.4,43.21,3.968182603078E10,2.08028554E8,31.01,4557925
SH600495,600495,晋西车轴,4.41,2.8,0.12,4.54,4.23,7.68,3.33,5.32812180726E9,9.5532015E7,174.09,21701720
SH603177,603177,德创环保,11.42,2.79,0.31,11.73,11.01,25.4,11.01,2.30684E9,1.9137972E7,99.27,1690000
SH601015,601015,陕西黑猫,6.63,2.79,0.18,6.72,6.54,13.29,6.15,8.3119263123E9,4.8771966E7,31.96,7343500
SZ300110,300110,华仁药业,4.43,2.78,0.12,4.47,4.29,14.16,4.1,5.23720351026E9,4.17611803E7,115.16,9505090
SH600115,600115,东方航空,5.55,2.78,0.15,5.56,5.42,8.8,5.08,8.02951005351E10,1.95839643E8,18.73,35526472
SZ002840,002840,华统股份,15.19,2.77,0.41,15.51,14.6,39.9,11.97,4.0709207595E9,1.6188435969E8,31.06,10723904
SZ002545,002545,东方铁塔,6.38,2.74,0.17,6.46,6.2,16.32,5.38,8.23756371306E9,3.859829514E7,24.33,6070903
SZ002211,002211,宏达新材,4.89,2.73,0.13,5.05,4.74,9.98,4.38,2.11480655442E9,4.388737151E7,109.18,8988759
SZ002135,002135,东南网架,5.27,2.73,0.14,5.27,5.13,9.46,4.73,5.451299594E9,1.569897498E7,33.94,3006632
SZ002054,002054,德美化工,4.9,2.73,0.13,4.91,4.77,16.38,4.51,2.0542310523E9,2.530950351E7,62.33,5209822
SH603043,603043,广州酒家,24.88,2.73,0.66,25.09,24.41,29.0,16.45,1.005142505792E10,5.2983362E7,28.1,2131731
SH601188,601188,龙江交通,3.4,2.72,0.09,3.41,3.29,4.72,3.05,4.4739871414E9,1.3690077E7,13.42,4078657
SH600107,600107,美尔雅,5.66,2.72,0.15,5.66,5.52,13.88,5.34,2.0376E9,1.7708981E7,291.0,3166557
SZ300575,300575,中旗股份,36.06,2.71,0.95,36.2,35.2,62.12,31.06,2.645001E9,1.704017038E7,19.61,476287
SH603222,603222,济民制药,11.35,2.71,0.3,11.37,10.91,18.25,8.45,3.632E9,4.5567698E7,59.25,4065200
SH600872,600872,中炬高新,28.76,2.71,0.76,29.5,28.03,30.9,20.17,2.291128569944E10,2.34314634E8,39.39,8120849
SH600779,600779,水井坊,37.85,2.71,1.0,38.3,37.1,59.55,31.04,1.84914546693E10,1.93900725E8,37.86,5136805
SZ200418,200418,小天鹅B,36.17,2.7,0.95,37.02,35.22,53.6,30.37,2.287708242388E10,1331208.91,11.89,36613
SZ000407,000407,胜利股份,4.57,2.7,0.12,4.57,4.44,8.87,3.8,4.02198687792E9,5.342572824E7,43.84,11848401
SZ300116,300116,坚瑞沃能,2.29,2.69,0.06,2.35,2.19,12.61,1.99,5.57048125156E9,1.3792974978E8,,60351787
SZ002721,002721,金一文化,7.26,2.69,0.19,7.3,7.06,18.39,6.79,6.06005379804E9,1.1884229236E8,24.67,16526604
SZ300326,300326,凯利泰,10.35,2.68,0.27,10.48,10.02,12.25,7.6,7.43588806185E9,9.322570475E7,35.25,9014387
SZ300074,300074,华平股份,3.45,2.68,0.09,3.53,3.32,9.16,3.12,1.871073345E9,8.00258024E7,254.86,23285889
SH600706,600706,曲江文旅,13.06,2.67,0.34,13.1,12.63,21.26,10.49,2.3443963555E9,5.0879684E7,28.2,3932824
SZ300143,300143,星普医科,10.05,2.66,0.26,10.25,9.75,17.6,8.26,5.4950467812E9,2.120558543E7,63.3,2113840
SZ300584,300584,海辰药业,30.57,2.65,0.79,30.9,29.8,56.8,19.68,3.6684E9,2.642392213E7,47.68,868915
SZ200160,200160,东沣B,1.16,2.65,0.03,1.2,1.11,2.8,1.06,8.193312E8,2608495.17,350.38,2267200
SH601968,601968,宝钢包装,3.88,2.65,0.1,3.89,3.77,7.08,3.47,3.233333204E9,9730748.0,70.76,2541800
SZ002841,002841,视源股份,62.2,2.64,1.6,63.55,60.6,64.0,37.44,4.0483492E10,8.629697669E7,52.81,1389565
SZ002478,002478,常宝股份,5.45,2.64,0.14,5.56,5.36,6.35,4.1,5.38129489655E9,4.224937288E7,18.68,7730769
SZ300179,300179,四方达,4.29,2.63,0.11,4.35,4.16,7.55,4.06,2.145026598E9,1.4051895E7,38.92,3306200
SZ002064,002064,华峰氨纶,4.3,2.63,0.11,4.3,4.22,5.64,3.69,7.21024E9,4.541691183E7,16.35,10619350
SZ300317,300317,珈伟股份,6.27,2.62,0.16,6.35,6.08,22.04,5.42,5.26514096427E9,1.4976143474E8,48.93,24099001
SZ002312,002312,三泰控股,3.52,2.62,0.09,3.52,3.42,7.55,3.22,4.94521538016E9,7.980163141E7,13.35,22914818
SZ002629,002629,仁智股份,4.74,2.6,0.12,4.74,4.59,8.85,4.28,1.95263352E9,2.408016941E7,218.15,5144753
SZ002302,002302,西部建设,13.43,2.6,0.34,13.72,12.9,21.42,9.75,1.695341830272E10,2.7380615584E8,83.31,20474759
SH600203,600203,福日电子,5.18,2.57,0.13,5.25,5.04,10.89,4.84,2.3643960816E9,4.6032729E7,,8972250
SZ399998,399998,中证煤炭,1302.9,2.56,32.53,1316.08,1293.04,2118.25,1266.72,0.0,4.820913808E9,,614343206
SZ000557,000557,西部创业,4.0,2.56,0.1,4.08,3.85,6.24,3.04,5.83349894E9,9.669125536E7,51.71,24345141
SZ000158,000158,常山北明,5.64,2.55,0.14,5.7,5.48,11.45,5.27,9.32221478004E9,5.603479152E7,27.92,10006188
SZ300721,300721,怡达股份,24.66,2.54,0.61,24.88,24.01,43.95,19.85,1.9945008E9,2.841199841E7,35.12,1158888
SZ002666,002666,德联集团,4.03,2.54,0.1,4.03,3.91,8.06,3.72,3.03994695004E9,2.428295E7,19.24,6085400
SH603825,603825,华扬联众,15.76,2.54,0.39,16.23,15.42,28.75,14.89,3.6264180792E9,1.14980415E8,26.3,7266581
SH600963,600963,岳阳林纸,4.89,2.52,0.12,4.93,4.75,9.51,4.71,6.83491509372E9,4.9912042E7,12.16,10317857
SZ002694,002694,顾地科技,5.3,2.51,0.13,5.35,5.14,19.63,4.21,3.16514304E9,6.628875032E7,25.32,12548281
SH600721,600721,百花村,5.74,2.5,0.14,5.95,5.61,13.98,5.43,2.29821790156E9,2.2711092E7,,3938400
SZ002555,002555,三七互娱,10.72,2.49,0.26,10.8,10.35,24.89,9.49,2.277860911216E10,1.2166799487E8,14.5,11481180
SZ002618,002618,丹邦科技,17.76,2.48,0.43,18.38,17.41,22.4,8.59,9.7310592E9,1.9083089694E8,318.12,10615520
SH603879,603879,永悦科技,10.33,2.48,0.25,10.7,10.07,27.53,9.97,1.48752E9,3.225054E7,34.71,3113398
SH601155,601155,新城控股,25.65,2.48,0.62,25.88,25.25,44.96,16.51,5.79019043709E10,2.36469963E8,7.8,9223757
SZ002239,002239,奥特佳,2.5,2.46,0.06,2.54,2.4,5.86,2.4,7.8283985425E9,9.00015372E7,18.77,36526610
SH600315,600315,上海家化,29.2,2.46,0.7,29.48,28.72,47.05,27.9,1.96140355724E10,1.12704327E8,40.71,3871335
SZ000869,000869,张裕A,37.18,2.45,0.89,37.22,36.09,46.07,33.2,2.548555152E10,3.226582232E7,25.55,878366
SH600036,600036,招商银行,28.17,2.44,0.67,28.2,27.6,34.51,23.86,7.1044305058017E11,1.11128776E9,9.39,39719587
SZ300596,300596,利安隆,26.78,2.41,0.63,27.2,26.08,29.78,14.69,4.8204E9,4.454910709E7,30.27,1663673
SZ300274,300274,阳光电源,6.8,2.41,0.16,6.88,6.65,22.59,6.51,9.8753584732E9,2.2482290592E8,9.51,33261652
SZ300750,300750,宁德时代,63.32,2.39,1.48,64.88,62.21,95.08,30.17,1.3755871084E11,8.1325686065E8,,12748586
SZ300415,300415,伊之密,7.27,2.39,0.17,7.36,7.07,18.07,6.78,3.14064E9,3.138967222E7,11.91,4325010
SH603517,603517,绝味食品,39.4,2.39,0.92,39.88,38.62,49.68,31.69,1.6154E10,6.7320229E7,27.9,1710191
SH603183,603183,建研院,21.38,2.39,0.5,22.3,20.52,58.12,19.0,2.67472352E9,9.826841E7,39.27,4604166
SZ000008,000008,神州高铁,4.73,2.38,0.11,4.8,4.5,9.68,3.61,1.333069999657E10,3.4199927682E8,15.16,73619039
SH601318,601318,中国平安,62.78,2.38,1.46,63.5,61.6,79.46,51.18,1.1476335557198E12,3.105514558E9,11.06,49471165
SZ002414,002414,高德红外,16.45,2.36,0.38,16.74,16.15,21.45,11.37,1.026901170995E10,1.1318125703E8,89.39,6905956
SH603666,603666,亿嘉和,87.6,2.36,2.02,90.6,86.36,123.89,49.62,6.1473719604E9,2.38475661E8,,2693080
SZ002364,002364,中恒电气,10.9,2.35,0.25,10.9,10.57,16.88,7.23,6.142858064E9,3.954935586E7,140.2,3667465
SH600188,600188,兖州煤业,10.91,2.35,0.25,11.09,10.81,20.16,10.66,5.359009456E10,2.77507735E8,6.81,25382276
SZ300230,300230,永利股份,4.82,2.34,0.11,4.9,4.7,9.19,4.34,3.93411311762E9,5.737367347E7,10.92,11945271
SZ002899,002899,英派斯,24.01,2.34,0.55,24.43,23.03,49.46,18.98,2.8812E9,2.1998269526E8,47.79,9259732
SZ002821,002821,凯莱英,70.6,2.33,1.61,72.47,69.28,93.87,48.77,1.62452510436E10,1.1705816909E8,43.54,1649766
SZ002526,002526,山东矿机,4.84,2.33,0.11,5.13,4.69,5.13,2.95,5.07571892388E9,5.5235170188E8,38.84,112876600
SZ300390,300390,天华超净,9.26,2.32,0.21,9.39,9.09,15.08,5.38,3.19050985E9,7.965296184E7,80.28,8631354
SZ000616,000616,海航投资,2.65,2.32,0.06,2.65,2.58,4.8,2.48,3.79012122625E9,2.06371238E7,,7864778
SH600425,600425,青松建化,3.1,2.31,0.07,3.12,3.02,4.46,2.62,4.2742492666E9,4.5734783E7,17.84,14872802
SZ002400,002400,省广集团,3.11,2.3,0.07,3.12,3.03,7.46,2.94,5.42177846808E9,6.782753644E7,,21993399
SZ000968,000968,蓝焰控股,12.43,2.3,0.28,12.57,12.2,18.59,9.02,1.20260580638E10,1.0360441418E8,21.14,8352994
SZ300358,300358,楚天科技,9.38,2.29,0.21,9.44,9.17,16.35,8.97,4.44281721758E9,4.86879606E7,29.66,5228580
SZ002600,002600,领益智造,3.13,2.29,0.07,3.18,3.05,11.24,2.78,2.123364127663E10,1.8172595871E8,,58386042
SH600735,600735,新华锦,5.36,2.29,0.12,5.56,5.22,13.58,4.96,2.01531870656E9,3.4057836E7,27.46,6323304
SZ002522,002522,浙江众成,4.94,2.28,0.11,5.06,4.81,15.54,4.53,4.47455017178E9,4.671879538E7,86.99,9448300
SZ002606,002606,大连电瓷,4.5,2.27,0.1,4.55,4.33,18.77,4.0,1.833732E9,1.2216637564E8,73.51,27448422
SZ000868,000868,安凯客车,4.5,2.27,0.1,4.65,4.39,12.7,4.11,3.299981256E9,6.62683928E7,,14645233
SH603596,603596,伯特利,27.49,2.27,0.61,28.0,26.62,55.58,21.74,1.123134189E10,1.6739301E8,,6128090
SZ002615,002615,哈尔斯,5.44,2.26,0.12,5.45,5.28,10.6,5.16,2.232576E9,1.356743355E7,26.83,2513475
SZ002925,002925,盈趣科技,45.0,2.25,0.99,46.18,44.05,107.82,26.2,2.04822E10,1.691447311E8,21.77,3735922
SH600583,600583,海油工程,6.36,2.25,0.14,6.43,6.19,7.44,4.78,2.8119816528E10,1.04075927E8,258.47,16357746
SH600491,600491,龙元建设,6.82,2.25,0.15,7.02,6.62,11.99,6.32,1.04329492531E10,6.4803466E7,13.58,9493327
SZ002227,002227,奥特迅,11.45,2.23,0.25,11.8,11.01,25.06,10.18,2.52584023E9,1.538100096E7,480.35,1335837
SH603088,603088,宁波精达,11.93,2.23,0.26,12.0,11.66,32.16,11.2,1.33616E9,1.612537E7,38.23,1357265
SH000863,000863,CS精准医,2421.19,2.23,52.84,2451.71,2378.75,3290.62,2274.69,0.0,6.758536568E9,,201470900
SZ000815,000815,美利云,8.33,2.21,0.18,8.43,8.15,20.39,7.35,5.79154108155E9,2.064718E7,107.04,2493100
SH603111,603111,康尼机电,4.62,2.21,0.1,4.74,4.52,16.26,4.19,4.58893273608E9,5.9198741E7,,12887406
SZ300019,300019,硅宝科技,6.03,2.2,0.13,6.35,5.91,12.9,5.8,1.99533876453E9,8956581.0,45.27,1470300
SZ002392,002392,北京利尔,3.71,2.2,0.08,3.74,3.6,7.94,3.15,4.41672101269E9,5.36423107E7,17.19,14591750
SH600958,600958,东方证券,8.83,2.2,0.19,8.93,8.6,16.65,8.01,6.175398074049E10,7.7427841E7,24.56,8810572
SZ399902,399902,中证流通,5844.75,2.19,127.86,5973.02,5885.26,5973.02,4245.22,0.0,9.99999999999E11,,91304219000
SH601021,601021,春秋航空,32.18,2.19,0.69,32.78,31.51,41.65,29.43,2.950576837216E10,5.7495447E7,20.57,1780138
SZ300015,300015,爱尔眼科,30.6,2.17,0.65,31.0,30.01,36.0,15.45,7.29314325288E10,2.8847979515E8,81.99,9426771
SZ002663,002663,普邦股份,2.83,2.17,0.06,2.83,2.76,6.16,2.53,5.08236997916E9,3.136282717E7,32.23,11187816
SZ000895,000895,双汇发展,24.0,2.17,0.51,24.21,23.49,29.89,21.0,7.9189398816E10,1.398941726E8,16.5,5843045
SZ000065,000065,北方国际,8.47,2.17,0.18,8.49,8.29,16.87,6.68,6.5177108227E9,2.882405214E7,10.14,3418879
SH603027,603027,千禾味业,15.55,2.17,0.33,15.57,15.26,27.49,14.87,5.06906986E9,5.0526017E7,24.83,3273953
SH601069,601069,西部黄金,16.46,2.17,0.35,16.99,15.81,26.02,12.34,1.046856E10,5.96939936E8,,36325385
SH600985,600985,雷鸣科化,10.36,2.17,0.22,10.53,10.23,18.02,9.71,2.188426683884E10,2.4561872E7,156.46,2370392
SH600462,600462,九有股份,2.82,2.17,0.06,2.91,2.74,6.59,2.52,1.5052596E9,8.8147849E7,798.82,31372492
SZ002793,002793,东音股份,12.3,2.16,0.26,12.3,12.04,21.81,12.0,2.46E9,8163031.0,23.51,668900
SZ002572,002572,索菲亚,20.77,2.16,0.44,21.21,19.91,42.05,19.72,1.917956443793E10,1.9486457712E8,19.54,9464968
SH603683,603683,晶华新材,16.99,2.16,0.36,17.14,16.63,34.84,13.4,2.1521233E9,2.9740265E7,60.22,1752600
SZ002760,002760,凤形股份,15.17,2.15,0.32,15.26,14.75,55.07,13.7,1.33496E9,2.176623646E7,,1447392
SZ300270,300270,中威电子,8.13,2.14,0.17,8.19,7.82,15.6,7.82,2.46181300764E9,3.361266578E7,52.57,4225524
SH603996,603996,中新科技,8.59,2.14,0.18,8.73,8.39,19.71,8.07,2.5782885E9,3.6877349E7,16.37,4315192
SH603515,603515,欧普照明,27.25,2.14,0.57,27.96,26.76,45.28,26.51,2.060454399875E10,5.7037872E7,26.4,2074780
SZ399942,399942,内地消费,5388.29,2.13,114.89,5524.67,5408.02,5524.67,5408.02,0.0,2.1053755486E10,,1302820900
SZ002597,002597,金禾实业,16.8,2.13,0.35,16.86,16.49,28.65,16.39,9.3873045504E9,6.809291651E7,8.69,4074839
SZ002351,002351,漫步者,6.23,2.13,0.13,6.29,6.1,12.11,6.03,3.7091551E9,1.550757468E7,41.89,2511829
SH600305,600305,恒顺醋业,10.09,2.13,0.21,10.24,9.86,10.74,7.29,7.906114346E9,1.92873509E8,25.49,19140740
SZ300156,300156,神雾环保,5.78,2.12,0.12,5.84,5.65,21.74,5.53,5.8379411187E9,9.116242365E7,,15865359
SZ300103,300103,达刚路机,7.22,2.12,0.15,7.46,7.04,13.65,7.03,2.29307922E9,4.10558735E7,53.86,5688000
SZ002088,002088,鲁阳节能,12.55,2.12,0.26,12.63,12.21,17.94,11.02,4.54257331415E9,3.022315173E7,15.12,2418408
SZ002599,002599,盛通股份,10.17,2.11,0.21,10.27,9.99,15.59,9.62,3.30202995426E9,7235274.99,29.28,714419
SZ002384,002384,东山精密,15.49,2.11,0.32,16.05,15.2,23.37,13.97,2.488580766873E10,3.0961249976E8,37.32,19787009
SH600227,600227,圣济堂,3.38,2.11,0.07,3.39,3.31,7.33,3.29,5.86875849378E9,3.1306186E7,35.88,9321104
SZ300309,300309,吉艾科技,18.94,2.1,0.39,19.22,18.56,25.26,17.56,9.16745369004E9,8.010832208E7,28.62,4224695
SZ002205,002205,国统股份,12.23,2.09,0.25,12.45,11.96,25.91,11.06,1.42053918014E9,3.079559067E7,92.37,2519459
SZ000890,000890,法尔胜,4.88,2.09,0.1,4.95,4.79,8.21,4.74,1.852651008E9,1.455708906E7,11.79,2980439
SZ000633,000633,合金投资,4.89,2.09,0.1,5.0,4.71,10.53,4.15,1.88317016397E9,2.39141614E7,,4895400
SZ002805,002805,丰元股份,17.66,2.08,0.36,17.9,17.3,42.92,16.99,1.71149769034E9,1.616619E7,46.25,915900
SZ002353,002353,杰瑞股份,19.64,2.08,0.4,20.24,19.01,20.56,12.06,1.881225240288E10,3.9226055231E8,84.48,19859544
SZ000656,000656,金科股份,5.4,2.08,0.11,5.4,5.29,5.67,4.24,2.88344654064E10,6.814284724E7,13.01,12702176
SZ002805,002805,丰元股份,17.66,2.08,0.36,17.9,17.3,42.92,16.99,1.71149769034E9,1.616619E7,46.25,915900
SH603617,603617,君禾股份,18.25,2.07,0.37,18.67,18.07,31.0,17.33,1.8584705E9,5.0310347E7,30.19,2744796
SZ002575,002575,群兴玩具,3.94,2.07,0.08,4.01,3.87,10.01,3.58,2.3195568E9,2.8565186E7,,7256300
SZ300232,300232,洲明科技,9.37,2.07,0.19,9.69,9.24,14.71,8.33,7.13301150342E9,7.062916828E7,20.43,7487974
SH600502,600502,安徽水利,3.96,2.06,0.08,3.98,3.88,7.29,3.73,6.81579467712E9,2.5084854E7,8.7,6374044
SH601990,601990,南京证券,8.9,2.06,0.18,9.42,8.67,13.29,4.55,2.44662735767E10,5.31577417E8,,58884478
SH603605,603605,珀莱雅,39.79,2.05,0.8,40.45,39.19,54.41,21.78,7.958E9,1.11787903E8,33.06,2796501
SH600158,600158,中体产业,8.52,2.04,0.17,8.57,8.36,15.23,8.15,7.18862537796E9,7.2087227E7,102.23,8503663
SH600866,600866,星湖科技,4.0,2.04,0.08,4.09,3.93,5.65,3.4,2.58157386E9,1.8749925E7,,4678800
SH603009,603009,北特科技,7.0,2.04,0.14,7.29,6.84,15.87,6.7,2.513802571E9,3.3856961E7,30.45,4810040
SZ002352,002352,顺丰控股,39.08,2.04,0.78,39.8,38.7,62.56,37.98,1.7268542444264E11,1.6023460664E8,33.72,4075079
SZ300316,300316,晶盛机电,13.5,2.04,0.27,13.74,12.87,20.53,10.78,1.7330898429E10,4.2829239874E8,32.7,32005300
SH601113,601113,华鼎股份,7.05,2.03,0.14,7.2,6.9,14.88,6.22,7.85249062185E9,9.1876904E7,39.37,13059300
SH601128,601128,常熟银行,6.04,2.03,0.12,6.13,5.93,10.83,5.49,1.342539953268E10,1.00420858E8,,16569824
SZ002711,002711,欧浦智网,4.02,2.03,0.08,4.15,3.96,13.7,3.63,4.24540300398E9,1.2058306294E8,14.7,29785046
SH600546,600546,山煤国际,3.55,2.01,0.07,3.61,3.49,6.3,3.37,7.037719297E9,2.0376287E7,12.51,5714502
SH600566,600566,济川药业,39.52,2.01,0.78,40.27,38.74,53.97,33.45,3.218254137072E10,1.26679523E8,21.68,3193554
SH601101,601101,昊华能源,6.6,2.01,0.13,6.72,6.51,10.83,5.59,7.9199885952E9,7.506626E7,10.12,11319869
SH603021,603021,山东华鹏,6.6,2.01,0.13,6.6,6.46,14.04,6.11,2.111657262E9,4668153.0,363.31,714900
SZ002632,002632,道明光学,7.6,2.01,0.15,7.61,7.4,11.34,6.78,4.7607976544E9,2.181113E7,27.5,2900400
SH600339,600339,中油工程,5.09,2.0,0.1,5.19,4.99,7.23,3.55,2.841822062739E10,1.1005201E8,132.88,21568785
SH600449,600449,宁夏建材,8.68,2.0,0.17,8.7,8.55,14.64,7.35,4.15061144456E9,3.2046368E7,11.32,3712500
SH601898,601898,中煤能源,5.09,2.0,0.1,5.14,5.03,6.63,4.34,6.7486596706E10,7.1686537E7,19.14,14068308
SZ002872,002872,天圣制药,10.73,2.0,0.21,10.84,10.49,25.43,9.98,3.41214E9,8.843350212E7,13.31,8263545
SZ399949,399949,内地农业,4380.39,1.99,87.38,4481.42,4377.82,4481.42,4377.82,0.0,1.21838911975E10,,929294400
SH600740,600740,山西焦化,9.8,1.98,0.19,9.99,9.73,15.4,7.62,1.40352522702E10,3.74617132E8,15.68,37988882
SH601003,601003,柳钢股份,8.25,1.98,0.16,8.39,8.13,10.87,4.76,2.11430439E10,2.06012786E8,4.93,24880535
SH603227,603227,雪峰科技,4.13,1.98,0.08,4.23,4.06,8.79,3.43,2.720431E9,2.9950851E7,114.36,7228800
SZ000996,000996,中国中期,9.26,1.98,0.18,9.28,9.04,17.42,8.55,3.1947E9,4.983044881E7,122.36,5419854
SZ002068,002068,黑猫股份,7.73,1.98,0.15,7.74,7.58,13.03,7.43,5.62020159708E9,3.8874333E7,9.83,5069000
SZ002634,002634,棒杰股份,4.14,1.97,0.08,4.14,4.03,8.19,3.82,1.9085506605E9,1.0637979E7,46.64,2595740
SZ000902,000902,新洋丰,8.86,1.96,0.17,9.03,8.71,10.56,7.73,1.15581295094E10,4.804713725E7,14.66,5391969
SZ300627,300627,华测导航,22.94,1.96,0.44,23.07,22.25,33.01,17.55,5.6557423E9,4.143994956E7,40.6,1817848
SH600426,600426,华鲁恒升,16.69,1.95,0.32,16.78,16.38,21.67,11.38,2.70438676495E10,2.62265359E8,11.48,15740933
SH600439,600439,瑞贝卡,3.14,1.95,0.06,3.18,3.08,6.73,2.99,3.5544342816E9,6.5935936E7,15.09,20990212
SZ002631,002631,德尔未来,7.33,1.95,0.14,7.46,7.21,16.92,6.68,4.89545778E9,2.85555698E7,77.68,3894267
SZ200019,200019,深深宝B,4.19,1.95,0.08,4.3,4.1,5.71,3.99,2.08151784957E9,449697.0,,106700
SH603117,603117,万林股份,4.2,1.94,0.08,4.23,4.1,9.57,4.09,2.7184470768E9,2.7235056E7,22.86,6509040
SZ002394,002394,联发股份,10.0,1.94,0.19,10.25,9.78,13.86,9.38,3.237E9,1.895683848E7,9.14,1898036
SH601700,601700,风范股份,3.17,1.93,0.06,3.18,3.11,8.82,3.03,3.59234544E9,8182244.0,65.07,2601803
SH603708,603708,家家悦,22.22,1.93,0.42,22.28,21.66,26.4,15.25,1.039896E10,2.3257788E7,28.76,1054117
SH600303,600303,曙光股份,5.32,1.92,0.1,5.45,5.19,12.03,4.93,3.59421440252E9,6.5441859E7,,12300922
SZ002395,002395,双象股份,11.69,1.92,0.22,11.75,11.5,18.18,9.2,2.09024214E9,1.129679168E7,129.84,972743
SZ002456,002456,欧菲科技,15.9,1.92,0.3,16.18,15.67,26.07,14.74,4.31358394125E10,4.3712422813E8,45.59,27361104
SZ002576,002576,通达动力,9.03,1.92,0.17,9.05,8.8,22.29,8.25,1.490853E9,2.210740908E7,,2465698
SH600528,600528,中铁工业,10.17,1.9,0.19,10.26,9.95,14.43,8.86,2.259317964996E10,7.2078139E7,16.1,7098901
SH603633,603633,徕木股份,10.7,1.9,0.2,10.76,10.46,20.65,10.39,1.6740685E9,5798354.0,34.36,545145
SZ002614,002614,奥佳华,17.68,1.9,0.33,17.91,17.21,25.15,15.39,9.92912336E9,2.561633404E7,25.02,1454912
SH000908,000908,300能源,1752.65,1.9,32.75,1765.91,1741.1,2308.51,1598.72,0.0,4.0961573399E9,,498287900
SZ399908,399908,300能源,1752.65,1.9,32.75,1765.91,1741.1,2308.51,1598.72,0.0,4.096157339E9,,498287900
SH600213,600213,亚星客车,7.0,1.89,0.13,7.1,6.9,15.27,6.87,1.54E9,1.0961827E7,33.2,1564200
SZ300445,300445,康斯特,12.91,1.89,0.24,13.17,12.57,21.5,12.17,2.138081904E9,8955610.45,33.69,694345
SZ300163,300163,先锋新材,3.25,1.88,0.06,3.29,3.13,8.3,2.86,1.5405E9,2.427802692E7,,7557233
SZ300463,300463,迈克生物,23.3,1.88,0.43,23.57,22.81,29.22,20.36,1.30014E10,2.913800537E7,31.48,1253643
