symbol,code,name,current,percent,change,high,low,high52w,low52w,marketcapital,amount,pettm,volume 
SH000009,000009,上证380,4340.7,0.17,7.38,4400.73,4310.49,5883.46,4309.41,1.68189655312E13,2.9154685059E10,,2724006000
SH000984,000984,300等权,3382.18,0.17,5.86,3425.61,3360.87,4603.18,3318.62,0.0,8.12634399903E10,,6394740800
SZ399006,399006,创业板指,1425.23,0.17,2.36,1453.09,1415.17,1927.02,1404.19,1.798806549687E12,5.3939743055E10,,4571466238
SZ399606,399606,创业板R,1492.98,0.17,2.47,1522.17,1482.45,2007.2,1470.94,0.0,1.9408611554E10,,1605505501
SZ399629,399629,700价值,1760.15,0.17,3.07,1781.22,1749.34,2473.91,1741.94,0.0,1.3018426852E10,,1703027709
SZ399663,399663,中小低波,1313.24,0.17,2.17,1323.56,1306.97,1786.34,1305.98,0.0,7.64827602E9,,1007350349
SZ399707,399707,CSSW证券,4400.53,0.17,7.46,4453.71,4380.16,7239.37,4322.45,0.0,3.905860544E9,,471912940
SH600999,600999,招商证券,12.68,0.16,0.02,12.87,12.65,22.0,12.17,8.494851029172E10,4.3154125E7,16.85,3386100
SH603639,603639,海利尔,30.95,0.16,0.05,31.35,30.55,38.64,25.29,5.242925667E9,4.5283135E7,13.85,1462892
SZ000301,000301,东方市场,6.18,0.16,0.01,6.26,6.15,7.3,5.01,2.489954891196E10,3.532961832E7,162.21,5701459
SZ000756,000756,新华制药,6.41,0.16,0.01,6.48,6.37,15.15,6.37,3.98611905527E9,1.093234056E7,17.62,1702836
SZ002097,002097,山河智能,6.46,0.16,0.01,6.55,6.36,9.3,5.76,6.8222022839E9,2.241004999E7,18.06,3465586
SZ002378,002378,章源钨业,6.1,0.16,0.01,6.16,6.08,15.35,5.98,5.6374213596E9,8941829.5,129.22,1461410
SZ002750,002750,龙津药业,6.16,0.16,0.01,6.26,6.15,12.95,6.06,2.46708E9,4612670.64,108.78,743548
SZ002863,002863,今飞凯达,6.45,0.16,0.01,6.58,6.41,13.55,6.2,2.4287475E9,1.24180452E7,39.21,1911830
SZ200152,200152,山航B,12.43,0.16,0.02,12.63,12.43,16.22,11.7,4.972E9,351049.52,7.17,28100
SZ300218,300218,安利股份,6.42,0.16,0.01,6.57,6.31,11.59,6.21,1.39305654E9,6002641.0,,932800
SZ300240,300240,飞力达,6.3,0.16,0.01,6.47,6.21,12.25,5.49,2.303026425E9,3.27859635E7,32.18,5153350
SZ300375,300375,鹏翎股份,6.22,0.16,0.01,6.36,6.17,11.29,5.94,2.2375265712E9,1.172366493E7,20.71,1880506
SZ300690,300690,双一科技,18.31,0.16,0.03,18.71,18.02,47.47,18.02,2.03138464E9,1.39107038E7,19.69,757700
SH000020,000020,中型综指,929.69,0.16,1.49,940.67,924.04,1418.63,918.08,2.386236258E12,1.765277165E10,,1620830300
SH000999,000999,两岸三地,1694.14,0.16,2.73,1699.29,1684.72,1986.26,1636.32,0.0,1.294624997417E11,,9930592500
SZ399550,399550,央视50,5920.17,0.16,9.74,6015.72,5879.11,7910.13,5838.15,0.0,2.2680552656E10,,1008571405
SZ399645,399645,100低波,7295.02,0.16,11.91,7372.53,7265.39,9539.67,7233.1,0.0,1.0755374982E10,,792033092
SZ399991,399991,一带一路,1359.51,0.16,2.13,1374.14,1349.26,1840.97,1283.21,0.0,1.2667218764E10,,1421674364
SH600977,600977,中国电影,13.05,0.15,0.02,13.18,13.01,17.91,12.84,2.436435E10,2.9258919E7,23.63,2236315
SH603980,603980,吉华集团,13.03,0.15,0.02,13.19,12.91,25.43,12.87,6.515E9,2.4750476E7,12.6,1893824
SH900957,900957,凌云B股,0.685,0.15,0.001,0.694,0.678,1.154,0.553,2.39065E8,261187.0,44.13,380983
SZ000544,000544,中原环保,6.74,0.15,0.01,6.78,6.7,12.07,6.4,6.56937344912E9,1.06672656E7,20.3,1581536
SZ000625,000625,长安汽车,6.85,0.15,0.01,6.93,6.81,14.33,6.81,3.289814230035E10,5.676582304E7,7.97,8260463
SZ000626,000626,远大控股,6.88,0.15,0.01,6.99,6.83,22.53,6.37,4.11860562144E9,1.584138326E7,,2291906
SZ000826,000826,启迪桑德,13.55,0.15,0.02,13.71,13.43,27.14,13.21,1.938434250965E10,5.401291979E7,14.2,3978716
SZ000919,000919,金陵药业,6.84,0.15,0.01,6.91,6.8,10.88,6.72,3.44736E9,5085745.07,27.37,742500
SZ002039,002039,黔源电力,13.59,0.15,0.02,13.69,13.53,16.45,13.43,4.15036781658E9,9142700.54,10.04,671353
SZ002189,002189,利达光电,12.95,0.15,0.02,13.35,12.73,19.85,12.0,2.580158E9,6.024420299E7,72.23,4615077
SZ200771,200771,杭汽轮B,6.65,0.15,0.01,6.72,6.62,8.9,6.53,5.01416915335E9,304664.0,28.5,45800
SZ300124,300124,汇川技术,25.98,0.15,0.04,26.34,25.94,36.19,24.9,4.32349991658E10,1.109320958E8,38.35,4245385
SZ300619,300619,金银河,27.61,0.15,0.04,28.1,27.48,77.58,27.0,2.0619148E9,1.233228E7,38.73,443400
SZ300658,300658,延江股份,13.12,0.15,0.02,13.37,13.05,25.77,13.0,1.968E9,3.01944912E7,31.2,2286981
SZ399698,399698,优势成长,13594.95,0.15,20.17,13729.37,13515.95,19651.02,13213.48,,1.35099489E9,,250142361
SH000802,000802,500沪市,4904.09,0.15,7.4,4972.77,4868.28,6802.27,4868.28,0.0,1.9123295339E10,,1986521600
SH000824,000824,国企红利,1463.25,0.15,2.16,1478.03,1455.46,1948.5,1446.33,0.0,1.8853886868E10,,1704324047
SH000926,000926,中证央企,1649.39,0.15,2.43,1668.88,1637.1,2204.33,1593.6,0.0,4.1631638285E10,,4190448250
SH000971,000971,等权90,2357.59,0.15,3.48,2388.65,2340.47,3403.03,2326.88,0.0,4.77838528746E10,,3400137500
SZ399682,399682,深成工业,872.63,0.15,1.35,882.88,866.72,1375.67,866.72,0.0,1.0031769129E10,,1156100604
SZ399975,399975,证券公司,539.98,0.15,0.79,546.34,537.47,888.04,531.09,0.0,3.156350089E9,,392487760
SH600234,600234,ST山水,7.32,0.14,0.01,7.47,7.32,16.68,5.86,1.4819038416E9,401350.0,,54400
SH601009,601009,南京银行,7.18,0.14,0.01,7.24,7.14,10.08,6.96,6.090225289432E10,1.88026977E8,5.78,26152237
SH601019,601019,山东出版,7.33,0.14,0.01,7.4,7.3,18.28,7.1,1.5296977E10,1.3641312E7,10.65,1856877
SH603028,603028,赛福天,7.14,0.14,0.01,7.21,7.1,14.53,7.07,1.576512E9,3717578.0,106.89,519900
SH900943,900943,开开B股,0.727,0.14,0.001,0.727,0.716,1.11,0.71,1.76661E8,18629.0,27.61,25800
SZ002085,002085,万丰奥威,7.01,0.14,0.01,7.09,6.94,21.15,6.72,1.533002654278E10,2.975499068E7,15.7,4231885
SZ002182,002182,云海金属,6.94,0.14,0.01,7.09,6.87,13.72,5.63,4.48617241372E9,5.8696932E7,21.94,8413400
SZ002443,002443,金洲管道,6.93,0.14,0.01,6.95,6.8,9.45,6.39,3.6073111536E9,1.229296877E7,18.99,1787561
SZ200025,200025,特力B,7.05,0.14,0.01,7.05,7.03,13.0,6.92,2.09583528E9,42288.0,26.39,6000
SZ300153,300153,科泰电源,7.15,0.14,0.01,7.23,7.01,19.35,6.95,2.288E9,5733974.0,76.67,800300
SZ300306,300306,远方信息,7.12,0.14,0.01,7.37,7.05,22.21,6.66,2.0468106436E9,2.3820552E7,64.31,3303500
SH000941,000941,新能源,1167.49,0.14,1.69,1183.13,1159.9,1950.47,1157.6,0.0,5.194762288E9,,526106563
SH000960,000960,中证龙头,3612.82,0.14,4.97,3663.88,3581.87,4792.18,3566.47,0.0,4.948545057E10,,3373021828
SZ399233,399233,制造指数,1571.25,0.14,2.25,1593.61,1560.81,2290.99,1560.81,0.0,9.9420335466E10,,9643326346
SZ399401,399401,中小盘,3139.37,0.14,4.54,3183.28,3119.17,4462.54,3113.87,0.0,8.6757433515E10,,9238490915
SZ399437,399437,国证证券,4087.76,0.14,5.78,4137.83,4068.81,6709.5,4017.06,0.0,3.057804148E9,,365645217
SZ399616,399616,深证可选,4666.8,0.14,6.4,4732.1,4630.39,7164.08,4630.39,0.0,1.1356080694E10,,1209609814
SH600015,600015,华夏银行,7.54,0.13,0.01,7.61,7.52,10.27,7.1,9.668305736362E10,1.63435751E8,4.83,21614507
SH600201,600201,生物股份,14.92,0.13,0.02,15.2,14.86,24.48,13.86,1.74644186048E10,9.1324967E7,20.74,6075645
SH600926,600926,杭州银行,7.78,0.13,0.01,7.85,7.74,10.31,7.28,3.991295936096E10,6.4579714E7,7.92,8289455
SH600993,600993,马应龙,14.96,0.13,0.02,15.18,14.81,24.76,14.66,6.44856620936E9,1.7715304E7,25.97,1182830
SH601515,601515,东风股份,7.79,0.13,0.01,7.9,7.7,11.63,7.46,8.66248E9,7618645.0,13.24,976225
SH603416,603416,信捷电气,22.72,0.13,0.03,23.43,22.5,39.18,22.0,3.1935232E9,1.2059251E7,25.14,525420
SZ000665,000665,湖北广电,7.89,0.13,0.01,7.95,7.85,12.57,7.78,5.01975566472E9,8455402.84,15.77,1069601
SZ000687,000687,华讯方舟,7.79,0.13,0.01,7.92,7.72,17.27,7.67,5.96869302998E9,2.359365188E7,50.74,3017657
SZ002271,002271,东方雨虹,15.05,0.13,0.02,15.35,14.91,27.11,14.16,2.25623872572E10,1.2456214967E8,16.55,8232785
SZ002412,002412,汉森制药,15.03,0.13,0.02,15.08,14.94,18.7,14.4,4.44888E9,3079307.0,38.29,205300
SZ002435,002435,长江润发,7.8,0.13,0.01,7.92,7.71,11.22,7.36,6.5077002978E9,4831841.69,17.65,617342
SZ002699,002699,美盛文化,15.18,0.13,0.02,15.3,15.09,19.99,14.99,1.38073139655E10,1.0712517492E8,65.77,7052698
SZ200553,200553,沙隆达B,7.83,0.13,0.01,7.93,7.83,9.12,7.51,1.915651454706E10,768623.0,6.44,97600
SZ300200,300200,高盟新材,7.97,0.13,0.01,8.07,7.84,14.31,7.32,2.07738983287E9,8783165.0,32.83,1101500
SZ300405,300405,科隆股份,7.98,0.13,0.01,8.17,7.88,17.35,7.68,1.21298815344E9,6595742.7,88.23,821495
SZ300539,300539,横河模具,8.0,0.13,0.01,8.11,7.96,14.77,7.83,1.672E9,6450591.8,73.06,802640
SZ300712,300712,永福股份,15.94,0.13,0.02,16.21,15.8,40.01,14.08,2.2328752E9,1.10704969E7,28.67,690679
SH000003,000003,B股指数,285.7,0.13,0.37,287.87,285.2,364.7,280.37,1.934280684E11,8.9300396E7,,12824900
SH000049,000049,上证民企,1475.12,0.13,1.96,1498.77,1463.23,1950.86,1425.84,0.0,1.3102433793E10,,843556400
SH000969,000969,300非周,3596.19,0.13,4.74,3651.78,3568.1,4736.42,3551.18,0.0,5.29055599778E10,,3410745600
SZ399916,399916,300电信,2210.17,0.13,2.96,2227.63,2204.59,2227.63,2204.59,0.0,1.9580613942E9,,161361700
SZ399969,399969,300非周,3596.19,0.13,4.74,3651.78,3568.1,4736.42,3551.18,0.0,5.2905559977E10,,3410745600
SH600131,600131,岷江水电,8.33,0.12,0.01,8.37,8.17,9.37,5.05,4.19936254115E9,2.4490705E7,33.48,2959100
SH600153,600153,建发股份,8.08,0.12,0.01,8.2,8.04,13.33,7.92,2.29084202824E10,3.8269653E7,6.39,4716182
SH603161,603161,科华控股,16.92,0.12,0.02,17.19,16.8,38.6,16.65,2.257128E9,1.1207087E7,23.19,660000
SZ002040,002040,南京港,8.62,0.12,0.01,8.72,8.53,18.01,7.87,3.20907216748E9,1.0640719E7,26.88,1232135
SZ002736,002736,国信证券,8.21,0.12,0.01,8.3,8.19,14.2,8.16,6.7322E10,1.583490688E7,18.1,1921738
SZ300625,300625,三雄极光,17.17,0.12,0.02,17.4,17.03,31.2,17.02,4.8076E9,9839304.33,18.42,571111
SH000099,000099,上证F300,5670.39,0.12,7.02,5737.96,5635.32,8040.72,5616.53,0.0,2.3643535896E10,,2403635700
SH000160,000160,沪新丝路,1291.42,0.12,1.54,1305.32,1281.75,1723.27,1211.83,0.0,6.85143061E9,,862277600
SZ399337,399337,深证民营,3451.57,0.12,4.16,3510.63,3429.8,4992.15,3412.26,0.0,2.5837751938E10,,1915425512
SZ399354,399354,分析师指数,5425.11,0.12,6.27,5515.19,5385.21,7326.41,5367.57,0.0,5.1347476365E10,,3470591816
SZ399359,399359,国证基建,2403.52,0.12,2.86,2425.11,2386.25,2991.06,2355.23,0.0,6.992523431E9,,949681548
SZ399427,399427,专利领先,2158.37,0.12,2.64,2191.61,2139.06,3125.7,2121.72,0.0,2.2623603462E10,,1121578818
SZ399945,399945,内地运输,1583.7,0.12,1.92,1586.63,1571.86,1586.63,1571.86,0.0,4.1385931152E9,,629560500
SZ399948,399948,内地地产,6458.19,0.12,7.51,6482.66,6436.37,6482.66,6436.37,0.0,8.3504427322E9,,873115600
SH600262,600262,北方股份,18.88,0.11,0.02,19.12,18.75,27.46,17.3,3.2096E9,7744952.0,37.65,409881
SH600273,600273,嘉化能源,8.76,0.11,0.01,8.87,8.56,10.34,7.09,1.255071955668E10,7.6575363E7,11.5,8746871
SH600827,600827,百联股份,8.98,0.11,0.01,9.06,8.88,16.01,8.88,1.602182969066E10,2.3645593E7,19.9,2632149
SH600976,600976,健民集团,18.43,0.11,0.02,18.79,18.0,29.49,18.0,2.827136198E9,1.2641938E7,28.24,687061
SH900933,900933,华新B股,1.822,0.11,0.002,1.847,1.813,1.861,1.01,2.72857495415E9,1794837.0,5.46,981441
SZ000584,000584,哈工智能,9.47,0.11,0.01,9.59,9.42,15.82,9.1,5.80818149033E9,3.865627488E7,50.29,4065537
SZ002713,002713,东易日盛,18.17,0.11,0.02,18.53,17.88,28.56,17.61,4.77432105467E9,9162949.13,20.21,505961
SZ002763,002763,汇洁股份,8.92,0.11,0.01,8.98,8.88,19.17,8.8,3.468096E9,5194744.68,15.44,581863
SZ300676,300676,华大基因,71.68,0.11,0.08,73.1,70.92,261.69,68.58,2.8679168E10,1.8791706765E8,69.14,2607163
SZ300705,300705,九典制药,17.42,0.11,0.02,17.84,17.28,31.99,6.16,4.0881256E9,4.699534888E7,56.86,2676434
SH000045,000045,上证小盘,3634.09,0.11,3.98,3682.55,3609.5,4976.18,3607.29,0.0,2.8356986361E10,,3074326900
SH000119,000119,380R成长,3566.53,0.11,4.0,3624.16,3540.58,4963.14,3530.97,0.0,2.4763733077E10,,2142848600
SZ399100,399100,新指数,6512.34,0.11,7.27,6602.74,6471.74,9141.04,6441.25,0.0,1.57496257612E11,,15810336147
SZ399667,399667,创业板G,1870.86,0.11,2.12,1908.02,1857.94,2709.3,1842.14,0.0,1.4907011355E10,,1196165538
SZ399689,399689,深成公用,962.42,0.11,1.08,971.94,955.14,1388.04,909.08,0.0,5.08669387E8,,65281110
SH600650,600650,锦江投资,9.86,0.1,0.01,9.99,9.8,19.19,9.64,5.43887565502E9,6490034.0,19.42,656881
SZ000096,000096,广聚能源,10.21,0.1,0.01,10.31,10.1,14.78,9.98,5.39088E9,2704272.82,40.12,264600
SZ002317,002317,众生药业,10.06,0.1,0.01,10.2,9.96,13.21,9.35,8.19347842456E9,2.923407959E7,18.34,2899813
SZ002508,002508,老板电器,21.07,0.1,0.02,21.46,20.9,53.75,20.83,1.999612162275E10,2.0001824691E8,13.12,9440049
SZ300017,300017,网宿科技,10.1,0.1,0.01,10.35,9.92,15.46,8.45,2.45779269817E10,3.6805257508E8,28.45,36182587
SZ300038,300038,梅泰诺,10.0,0.1,0.01,10.26,9.85,18.11,9.38,1.171827123E10,1.1244209287E8,17.41,11175333
SZ300115,300115,长盈精密,10.19,0.1,0.01,10.39,10.1,36.38,9.89,9.27147605959E9,5.73423475E7,29.97,5595416
SZ300423,300423,鲁亿通,19.51,0.1,0.02,19.9,19.31,23.56,15.32,5.685227657E9,2.041386629E7,25.32,1039712
SZ399050,399050,创新引擎,1773.93,0.1,1.71,1805.42,1763.86,1872.53,1680.26,,1.0092606107E10,,690475575
SH000006,000006,地产指数,5739.06,0.1,5.55,5814.34,5690.19,8761.57,5530.04,0.0,2.2572355775E9,,294136400
SH000842,000842,800等权,4670.44,0.1,4.66,4732.57,4640.0,6476.99,4614.11,0.0,1.345062434326E11,,11754748000
SH000904,000904,中证200,3337.11,0.1,3.48,3387.49,3315.88,4628.69,3262.35,0.0,3.51393735432E10,,2727163600
SZ399106,399106,深证综指,1433.36,0.1,1.5,1453.7,1424.23,2046.67,1421.03,1.0382408136548E13,1.58206479218E11,,16034705201
SZ399107,399107,深证A指,1498.52,0.1,1.57,1519.82,1488.94,2140.56,1485.54,1.0322902019633E13,1.58151501617E11,,16022212638
SZ399305,399305,基金指数,8249.84,0.1,8.64,8258.49,8223.9,8258.49,8223.9,0.0,2.5406467E7,,26675869
SZ399405,399405,大盘高贝,1643.07,0.1,1.66,1674.07,1630.96,2447.25,1612.0,0.0,3.3587029852E10,,2170675067
SZ399904,399904,中证200,3337.11,0.1,3.48,3387.49,3315.88,4628.69,3262.35,0.0,3.5139373543E10,,2727163600
SH603199,603199,九华旅游,22.27,0.09,0.02,22.6,22.19,36.28,21.9,2.4648436E9,3621855.0,29.49,161700
SH603319,603319,湘油泵,23.25,0.09,0.02,23.45,23.11,42.55,22.85,1.88139E9,2499833.0,15.06,107500
SH603709,603709,中源家居,23.43,0.09,0.02,23.69,23.33,40.9,23.23,1.8744E9,1.4594705E7,,620500
SH900911,900911,金桥B股,1.171,0.09,0.001,1.174,1.17,1.43,1.159,1.3143454977E9,46765.0,11.73,39900
SZ000688,000688,国城矿业,11.03,0.09,0.01,11.15,10.9,12.26,9.07,1.254441143342E10,2.983061338E7,29.38,2699080
SZ002212,002212,南洋股份,11.19,0.09,0.01,11.35,11.01,23.31,10.18,1.283383522635E10,3.164041016E7,28.71,2826900
SZ002346,002346,柘中股份,11.12,0.09,0.01,11.25,11.03,28.09,10.9,4.9103186148E9,1.1429141E7,18.73,1024400
SZ399010,399010,深证700,5252.73,0.09,4.96,5321.09,5217.4,7982.29,5198.91,0.0,4.6689605212E10,,5508607655
SZ399362,399362,国证民营,4828.1,0.09,4.53,4909.98,4796.36,6580.17,4752.22,0.0,4.3533667925E10,,3153288757
SH600771,600771,广誉远,37.55,0.08,0.03,38.43,37.1,63.45,36.1,1.32593294652E10,8.5747713E7,43.85,2273252
SZ000651,000651,格力电器,36.54,0.08,0.03,37.19,36.01,58.7,36.01,2.1981480628212E11,1.96546073866E9,8.54,53708811
SZ002202,002202,金风科技,11.93,0.08,0.01,12.11,11.82,19.8,10.76,4.2425505369E10,1.0555480573E8,12.29,8814850
SZ002843,002843,泰嘉股份,12.9,0.08,0.01,13.12,12.85,33.71,12.7,1.8278655E9,6168679.0,30.14,475400
SZ300427,300427,红相股份,12.33,0.08,0.01,12.49,12.21,20.28,11.61,4.34739507138E9,1.268827481E7,19.34,1025847
SZ300485,300485,赛升药业,12.24,0.08,0.01,12.43,12.1,18.1,11.25,5.8752E9,1.6813341E7,19.07,1368164
SZ399318,399318,国证B指,4153.14,0.08,3.3,4183.27,4148.92,5200.49,4119.62,0.0,1.43866542E8,,24878743
SH603041,603041,美思德,14.54,0.07,0.01,14.7,14.41,29.43,14.33,1.46705692E9,3670707.0,34.6,252500
SH603229,603229,奥翔药业,14.17,0.07,0.01,14.4,14.13,24.46,13.91,2.2672E9,7413753.0,43.46,520400
SH603676,603676,卫信康,14.64,0.07,0.01,14.95,14.49,27.5,11.42,6.19272E9,3.922369E7,66.32,2663965
SH603909,603909,合诚股份,29.27,0.07,0.02,29.38,28.9,36.76,25.87,3.000175E9,1717291.0,76.47,58800
SH603928,603928,兴业股份,13.86,0.07,0.01,14.12,13.77,23.31,12.52,2.794176E9,1.4313522E7,16.9,1027404
SH900932,900932,陆家B股,1.356,0.07,0.001,1.371,1.356,1.55,1.28,4.5586431072E9,1052083.0,8.18,771389
SZ002728,002728,特一药业,15.34,0.07,0.01,15.39,15.26,22.92,15.0,3.06800998634E9,4272257.0,24.0,278700
SZ002757,002757,南兴装备,29.12,0.07,0.02,29.34,28.9,44.2,28.3,3.827126576E9,7402880.32,28.55,254127
SZ300404,300404,博济医药,14.4,0.07,0.01,14.73,14.24,29.65,12.33,1.928412E9,1.197481E7,,824000
SZ399696,399696,深证创投,1785.8,0.07,1.25,1819.06,1773.59,2597.16,1759.85,0.0,1.1798752979E10,,1041409434
SH000977,000977,内地低碳,998.32,0.07,0.67,1011.72,992.22,1578.97,992.22,0.0,7.0484424397E9,,690736900
SZ399977,399977,内地低碳,998.32,0.07,0.67,1011.72,992.22,1578.97,992.22,0.0,7.048442439E9,,690736900
SH603158,603158,腾龙股份,16.99,0.06,0.01,17.01,16.85,21.62,15.99,3.714014E9,2100684.0,30.98,124131
SH603165,603165,荣晟环保,16.5,0.06,0.01,16.8,16.32,53.46,16.08,2.969043E9,1.356197E7,8.78,818116
SH603380,603380,易德龙,16.08,0.06,0.01,16.39,16.03,26.31,15.42,2.5728E9,1.7415618E7,23.64,1075457
SH603788,603788,宁波高发,17.43,0.06,0.01,17.66,17.02,30.96,16.9,4.01054188857E9,1.2905763E7,14.8,741701
SH603926,603926,铁流股份,15.53,0.06,0.01,15.7,15.32,33.97,15.01,1.9221481E9,4716091.0,19.01,302140
SZ002192,002192,融捷股份,16.66,0.06,0.01,17.0,16.5,51.54,16.5,4.32585568198E9,3.528607596E7,133.45,2106073
SZ300024,300024,机器人,16.26,0.06,0.01,16.47,16.18,23.1,16.0,2.536949617242E10,1.0135894139E8,54.15,6210659
SZ300439,300439,美康生物,15.76,0.06,0.01,16.02,15.52,26.67,15.52,5.46810376824E9,3.523307364E7,21.04,2231201
SZ300606,300606,金太阳,17.91,0.06,0.01,18.38,17.53,37.93,17.44,1.597572E9,1.4626609E7,28.05,811300
SH000122,000122,农业主题,1109.23,0.06,0.66,1126.72,1101.03,1343.98,1076.37,0.0,5.11277594E9,,370934500
SH000853,000853,CSSW丝路,1515.21,0.06,0.89,1532.9,1503.31,2123.65,1453.56,0.0,1.4168183267E10,,1715094800
SH000982,000982,500等权,5667.15,0.06,3.14,5746.3,5629.1,8110.59,5618.72,0.0,5.32428034423E10,,5360007200
SZ399307,399307,深证转债,176.93,0.06,0.1,177.49,176.7,206.08,171.86,0.0,4.2713521E8,,3877315
SZ399982,399982,500等权,5667.15,0.06,3.14,5746.3,5629.1,8110.59,5618.72,0.0,5.3242803442E10,,5360007200
SH603737,603737,三棵树,42.1,0.05,0.02,43.6,41.69,59.95,38.2,5.592377076E9,1.5696253E7,28.73,368370
SZ002690,002690,美亚光电,21.66,0.05,0.01,22.43,21.6,24.95,15.98,1.464216E10,6.301062753E7,37.29,2863821
SZ300244,300244,迪安诊断,18.35,0.05,0.01,18.59,18.18,30.25,17.65,1.011139046255E10,5.239960001E7,27.14,2849841
SZ300648,300648,星云股份,20.25,0.05,0.01,20.74,20.11,44.95,20.06,2.74185E9,1.814841722E7,47.25,888394
SZ399315,399315,巨潮中盘,3276.96,0.05,1.69,3326.94,3256.87,4478.94,3250.87,0.0,4.3322823552E10,,4327099702
SZ399358,399358,泰达指数,2759.19,0.05,1.5,2793.73,2744.13,4128.63,2744.13,0.0,5.671141027E9,,540927763
SZ399683,399683,深成可选,1363.11,0.05,0.66,1383.73,1352.35,2105.31,1352.35,0.0,1.0426624554E10,,1085243228
SZ399929,399929,中证材料,2387.39,0.05,1.23,2394.82,2376.11,2394.82,2376.11,0.0,3.22884645533E10,,2986682300
SH603203,603203,快克股份,23.25,0.04,0.01,23.57,23.05,35.9,21.02,3.680830725E9,6889397.0,25.49,295791
SH603396,603396,金辰股份,27.9,0.04,0.01,28.45,27.6,66.54,23.05,2.1080310093E9,1.1657065E7,24.62,415628
SZ300518,300518,盛讯达,46.1,0.04,0.02,46.22,45.5,69.41,44.0,4.302974E9,3281529.48,210.98,71406
SZ399341,399341,深证责任,1295.25,0.04,0.57,1318.8,1286.55,1859.59,1285.74,0.0,2.4698370251E10,,1476431235
SZ399556,399556,央视生态,1425.85,0.04,0.54,1444.8,1415.55,2253.25,1415.55,0.0,8.594299863E9,,692894779
SZ002896,002896,中大力德,31.94,0.03,0.01,32.69,31.63,60.57,27.84,2.5552E9,2.843835253E7,38.01,885267
SH000828,000828,300高贝,2072.5,0.03,0.58,2106.32,2059.52,3142.44,2054.13,0.0,3.63019813051E10,,2725545400
SH000833,000833,中高企债,178.36,0.03,0.06,178.36,178.33,178.36,169.15,0.0,1.515456405E8,,15257800
SH000907,000907,中证700,3988.57,0.03,1.39,4049.47,3962.55,5544.57,3921.56,0.0,8.838217683E10,,8087170842
SZ399924,399924,分离债指,156.38,0.03,0.05,156.5,156.29,161.74,152.52,0.0,7464938.0,,77690
SH603579,603579,荣泰健康,48.56,0.02,0.01,49.8,48.33,83.4,47.69,6.7984E9,2.0500208E7,27.61,417842
SH000013,000013,企债指数,221.39,0.02,0.04,221.4,221.39,221.4,211.5,1.25382E8,7.462867518E8,,76586500
SH000022,000022,沪公司债,188.54,0.02,0.03,188.55,188.53,188.55,180.58,0.0,5.19371837E8,,52468600
SH000061,000061,沪企债30,149.24,0.02,0.03,149.24,149.23,149.32,141.3,0.0,2.32701702E8,,23316900
SH000101,000101,5年信用,188.02,0.02,0.04,188.03,188.01,188.03,181.44,0.0,1.7836501E7,,1936700
SZ399003,399003,成份B指,5453.46,0.02,1.03,5507.6,5447.96,7039.69,5440.65,0.0,3.2952058E7,,5907498
SZ399011,399011,深证1000,3991.39,0.02,0.96,4053.23,3966.24,5690.22,3954.24,0.0,1.12270722841E11,,10929026538
SZ399013,399013,深市精选,3756.53,0.02,0.59,3815.26,3732.26,5359.57,3721.41,0.0,6.7952554601E10,,6134086406
SZ399370,399370,国证成长,3163.76,0.02,0.74,3216.44,3143.43,4555.72,3143.43,0.0,5.8071117374E10,,5146652143
SH000012,000012,国债指数,166.59,0.01,0.01,166.6,166.58,166.66,160.51,0.0,1.08508837E8,,11847400
SH000113,000113,380公用,1729.36,0.01,0.15,1745.36,1720.67,2278.22,1707.89,0.0,5.91107968E8,,97090000
SH000923,000923,公司债指,188.79,0.01,0.03,188.8,188.78,188.8,180.72,0.0,7.14676057E8,,7249690
SH000997,000997,大消费,7933.59,0.01,0.47,7953.9,7775.12,8867.54,7775.12,0.0,8.11385866792E10,,5375633500
SZ399012,399012,创业300,2103.37,0.01,0.12,2142.98,2088.81,3014.8,2070.0,0.0,3.2897721E10,,2978986740
SZ399298,399298,深信中高,160.25,0.01,0.01,160.28,160.23,160.28,152.95,0.0,9.1549324E7,,929637
SZ399301,399301,深信用债,163.18,0.01,0.01,163.2,163.16,163.2,156.42,0.0,1.96039081E8,,2010157
SZ399302,399302,深公司债,166.37,0.01,0.01,166.39,166.34,166.4,159.55,0.0,1.95304224E8,,2002830
SZ399923,399923,公司债指,174.69,0.01,0.02,174.73,174.7,174.73,174.7,0.0,1.7914037602E9,,17845330
SH090002,090002,0002质押,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
SH090003,090003,0003质押,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
SH090005,090005,0005质押,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
SH090007,090007,0007质押,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
SH090008,090008,0008质押,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
SH090009,090009,0009质押,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
SH090012,090012,0012质押,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
SH090013,090013,0013质押,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
